张雪峰,Query time: 2024-01-14 22:16:25,likes,location,gender
张雪峰说，不要把孩子培养得太过老实，而是要教给他们七句话。首先，要大声说话，并勇敢地与人眼神接触。其次，不要害怕社交，也不要过分关注同学之间的感情。第三，学会拒绝不想做的事情，即使对方是老师也不能例外。第四，如果同学说你，可以直接回击。第五，如果有人想要 张雪峰说，不要把孩子培养得太过老实，而是要教给他们七句话。首先，要大声说话，并勇敢地与人眼神接触。其次，不要害怕社交，也不要过分关注同学之间的感情。第三，学会拒绝不想做的事情，即使对方是老师也不能例外。第四，如果同学说你，可以直接回击。第五，如果有人想要你的东西，不要犹豫，直接问他：“你想用什么来交换？”第六，如果受到委屈，第一时间告诉父母，他们会永远支持你。最后，不要太在意老师对你的评价。这些都是教育孩子的重要感悟。我们应该鼓励孩子勇敢表达自己，接纳他们不优秀的一面，教导他们如何处理不公平待遇。(总裁精粹),2023-12-25 03:12,1,北京,m
张雪峰老师选专业分析,2023-12-25 03:02,0,四川,f
,2023-12-25 02:47,6,其他,f
可不要霞看野生工课案例了，好多很会搞忽悠吴江山（吸收慢，效果自然）张雪峰（腿相对比较多，部分案例还不错，有的一般，审美比较中式）,2023-12-25 02:39,0,湖南,f
其实一直很焦虑，不是因为期末考试，期末考试算个屁，这一年真的卷，和家人呆的时间不超过半个月，暑假仅仅和家人呆了一个星期，很想家，压力很大不过大晚上看到这个，确实很好笑！！！,2023-12-25 02:13,0,河南,f
我们本来就是教育先于产业先行，进行专业规划，而现在又不完全不是计划经济年代，总有调节失灵的时候//:所以张雪峰存在的意义就是通过市场来调节招生，既然行政命令不管用那就用市场来调节,2023-12-25 01:18,0,黑龙江,m
张雪峰恐怕要失望了，可能这次真的会让他给说中了。有个宁夏高三的学生连到了张雪峰，孩子说因为他感冒了，所以请假在家，看张雪峰的直播，然后居然连上了张雪峰。这个孩子说，其实之前他连过一次张雪峰，当时他考了521，而这次考试，他考了542，排名从24到11了。然后之前连到的那次，张雪峰推荐他 张雪峰恐怕要失望了，可能这次真的会让他给说中了。有个宁夏高三的学生连到了张雪峰，孩子说因为他感冒了，所以请假在家，看张雪峰的直播，然后居然连上了张雪峰。这个孩子说，其实之前他连过一次张雪峰，当时他考了521，而这次考试，他考了542，排名从24到11了。然后之前连到的那次，张雪峰推荐他学计算机或电子信息。于是孩子便去问自己的老师，然后他老师告诉他说，现在企业招人都要招985、211的。但张老师你给我推荐的那个四电四邮，好像没有985、211的。所以以后如果企业招人的话，是不是都是只要985、211的，不会去四电四邮招聘呢？张雪峰听罢，问道，那同学你觉得那些不是985、211的大学生，他们都去哪了？孩子听罢，没有直接回答张雪峰的问题，而是说道，我是家里可能能考上大学的第一个人，所以对这个也不太了解。然后我们老师说，能上985、211，还是尽量上985、211。张雪峰听罢，意味深长的说道，那你可以信他的。孩子没有直接回答，还是继续问道，我就是想问一下，企业真的就只招985、211的，不招其他学校的吗？张雪峰见状，答道，不是，绝对不是。孩子听罢，惊讶的问道，是吗，真的吗？然后他又继续说他的英语不太好，从小就对英语不太感冒，不过最近英语从60多分提到80多分。然后现在他老师也让他好好学英语，说能把英语从60多分提到100多分，就更好了。现在我就是想问一下，当时你给我推荐的四电四邮，那如果我能把英语从60分提到100分，我还有更多的选择吗？张雪峰听罢，说道，同学，四电四邮也有分高分低的，你那个分是四电四邮的底限，而四电四邮的上限，你可能还够不到。我给你举个简单的例子。四个电子科技大学，从成都电子科大，到西安电子科大，杭州电子科大，桂林电子科大，他在你们省的话，这四个电子科大的分数最大差距可能有100分。你如果家庭条件不太好的话，我可以告诉你，这几个学校的这种专业毕业以后，他的起薪是很不错的。孩子听罢，问道，那一个月能有六七千吗？张雪峰听罢，问道，六七千？你要是西电的话，你是五五西电。孩子听罢，说道，我们家人说电气啥的也行，电气怎么样呢？张雪峰答道，电气也不错，但是电气他的底限高，上限不太高。我给你举个例子，电气，如果说你上到一个比较好的学校，你能够进入到国家电网公司，你的底线在怎么着，可能也不会低于20个w。但是你学了电气，你说你要突破40个w，那比较难。但是你学了像电子信息这种专业的话，你的底线可能会低于20个w，但上限就不好说，没法说。孩子听罢，说道，这样啊，明白了。然后孩子又问道，老师，你不是推荐我学电子信息和计算机吗，那这两个有什么区别呢？张雪峰答道，计算机是纯软件，电子信息是硬件加软件。孩子听罢，说道，我的数学也就120多分，这些专业能学吗？张雪峰答道，能学。孩子继续问到，我比较偏向于那种动手能力强，实践性强的专业。张雪峰答道，那电子信息你更适合。孩子听罢，说道，因为我家没有电脑，父母也没接触过电脑，所以我不知道到时会不会学不明白。张雪峰听罢，说道，孩子，电子信息很适合你，我再说句不是很恰当的话啊，我从小也没有接触过报志愿，但也不影响我现在的成就。所以孩子你不要说因为你从小没有接触过什么东西，学的比别人晚，就害怕。怕的是你比别人晚，你就自暴自弃，你就放弃。所以你不要觉得说，我高中段，可能家里条件没那么好，没接触过编程，起步晚，就怎样怎样。你要知道，在时间面前，一切技术壁垒都是纸老虎。所以，这个你不用有所顾虑。在张雪峰与这个孩子连麦结束以后，张雪峰担忧的说道，我十分担心这个孩子将来报志愿时，会被他的老师说服，报到211，甚至985的其他边缘专业，十分担心。其实，张雪峰的担心太正常了。因为这个孩子可能还小，不知道学校的一些规则，但已经大学毕业的，了解学校的规则的都知道，这里面的坑太深了。因为有些学校他是有kpi的，有考核的，你能考985、211，那就是老师，学校的考核成绩啊。所以如果这个孩子到时考的分还不错的话，很有可能老师、甚至校长，学校其他领导都会来劝说孩子读985、211，你说谁会对钱，对绩效过不去呢，只可惜最后可能耽误的就是孩子了。其实，高考报志愿是一项很细致的工作，要考虑的东西有很多，比如考虑大学毕业以后的就业状况，是否给自己留考公机会，哪些专业需要读研读博、文科和理科，到底要重专业还是重地域等很多问题，都需要考虑，而不仅仅只觉得不浪费分就可以了。,2023-12-25 01:00,204,广东,f
张雪峰推荐,2023-12-25 00:56,0,其他,m
就是朊病毒啊…又不是第一次检出了…张雪峰说的真是没毛病 ,2023-12-25 00:51,0,陕西,f
//:回复:刹B 5-6月就说过了 结果你们新闻说的好像我们是突然宣布一样 张雪峰是对的//:6月的事情 变新闻了,2023-12-25 00:48,0,其他,m
张雪峰大学规划,2023-12-25 00:47,1,湖北,f
下雪了…张雪峰 ,2023-12-25 00:32,10,海南,f
"有的小可爱是想要了解技术稳定的，但是自己又分不清楚你看看这一个：成都自体脂肪隆胸张雪峰：面诊很细心，风格属于自然保守型,不会做得太夸张这就来给大家理一理成都汪国义、蒲于红、郭世伟、成都陈国双、艾剑英、达文、成都苗刘玉、官小书、蔡灵做的好吗？怎么样？评价怎么样？ 想细瞅 有的小可爱是想要了解技术稳定的，但是自己又分不清楚你看看这一个：成都自体脂肪隆胸张雪峰：面诊很细心，风格属于自然保守型,不会做得太夸张这就来给大家理一理成都汪国义、蒲于红、郭世伟、成都陈国双、艾剑英、达文、成都苗刘玉、官小书、蔡灵做的好吗？怎么样？评价怎么样？ 想细瞅哪些？来问跳跳就是",2023-12-25 00:15,1,广东,f
甘肃成绩五百左右，张老师给出建议，选个甘肃一本院校,2023-12-25 00:07,6,其他,m
2023，有的相伴真的泰酷啦！2024与我一起用超光影记录超影像！让我们继续携手在微博陪伴度过新的一年~,2023-12-25 00:04,0,河北,f
近期一女大学生跟张雪峰连线，吐槽自己父母给的生活费少，说七八年前姐姐上大学时一个月给生活费800，现在自己上大学，生活费只给1000，连一个保温杯都买不起。张雪峰问女孩保温杯多少钱？女孩说三四百。直播间瞬间风起云涌，网友都惊呆了，什么保温杯要三四百，张雪峰说自己的保温杯才39块9。网友表 近期一女大学生跟张雪峰连线，吐槽自己父母给的生活费少，说七八年前姐姐上大学时一个月给生活费800，现在自己上大学，生活费只给1000，连一个保温杯都买不起。张雪峰问女孩保温杯多少钱？女孩说三四百。直播间瞬间风起云涌，网友都惊呆了，什么保温杯要三四百，张雪峰说自己的保温杯才39块9。网友表示，就现在这物价，在大学里一个月一千五到二千生活费能维持一个正常的生活和学习，各地区略有差距，但也就是一千五到二千的差距，一千块的确是有点少了！也有网友认为，400保温杯这孩子有点过分了，但是说实话现在的物价和生活一千一个月的生活费还是低了，一天33块钱，一日三餐，平均每顿饭11块钱，这中间还没算吃点小零食、买瓶饮料、手机费等，其他和同学逛个街吃个饭等交流活动更不可能了，当然如果有人非要拿贫困地区吃不上饭还要打工干活的孩子来举例子那我也没办法！对此，各位网友 你们有什么看法呢 ！,2023-12-25 00:00,14,福建,f
是什么原因让别害怕冲突#  #好书分享推荐#  #人际交往#,2023-12-25 00:00,0,北京,m
